Time [ms],Date,Time,Rel.Time [s],Id,Name,Priority Old,Priority New,Phrase,State Old,State New
1604467688676,2020-11-04,05:28:08.676,135492,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604468426661,2020-11-04,05:40:26.661,136230,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604468445661,2020-11-04,05:40:45.661,136249,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604489049657,2020-11-04,11:24:09.657,156853,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604489097664,2020-11-04,11:24:57.664,156901,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604496135666,2020-11-04,13:22:15.666,163939,Disconnection ventilator,Disconnection ventilator,-1,30,DISCONNECT  ,NotActive,Active
1604496136666,2020-11-04,13:22:16.666,163940,Disconnection ventilator,Disconnection ventilator,30,-1,,Active,NotActive
1604496146681,2020-11-04,13:22:26.681,163950,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604496167661,2020-11-04,13:22:47.661,163971,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604508316679,2020-11-04,16:45:16.679,176120,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604508328677,2020-11-04,16:45:28.677,176132,Minute volume > high limit,Minute volume > high limit,-1,29,MIN VOL HIGH,NotActive,Active
1604508331661,2020-11-04,16:45:31.661,176135,Minute volume > high limit,Minute volume > high limit,29,-1,,Active,NotActive
1604508335676,2020-11-04,16:45:35.676,176139,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604513942666,2020-11-04,18:19:02.666,181746,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604513960663,2020-11-04,18:19:20.663,181764,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604513983675,2020-11-04,18:19:43.675,181787,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604513988677,2020-11-04,18:19:48.677,181792,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604513992665,2020-11-04,18:19:52.665,181796,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604514005668,2020-11-04,18:20:05.668,181809,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604515754670,2020-11-04,18:49:14.670,183558,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604515764668,2020-11-04,18:49:24.668,183568,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604516510663,2020-11-04,19:01:50.663,184314,Disconnection ventilator,Disconnection ventilator,-1,30,DISCONNECT  ,NotActive,Active
1604516511662,2020-11-04,19:01:51.662,184315,Disconnection ventilator,Disconnection ventilator,30,-1,,Active,NotActive
1604516991665,2020-11-04,19:09:51.665,184795,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604517023662,2020-11-04,19:10:23.662,184827,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604517106655,2020-11-04,19:11:46.655,184910,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604517133684,2020-11-04,19:12:13.684,184937,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604517136715,2020-11-04,19:12:16.715,184940,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604517141656,2020-11-04,19:12:21.656,184945,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604517143671,2020-11-04,19:12:23.671,184947,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604517157668,2020-11-04,19:12:37.668,184961,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604517159655,2020-11-04,19:12:39.655,184963,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604517198673,2020-11-04,19:13:18.673,185002,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604517200661,2020-11-04,19:13:20.661,185004,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604517201692,2020-11-04,19:13:21.692,185005,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604517204661,2020-11-04,19:13:24.661,185008,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604517204677,2020-11-04,19:13:24.677,185008,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604517213680,2020-11-04,19:13:33.680,185017,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604517221679,2020-11-04,19:13:41.679,185025,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604517222679,2020-11-04,19:13:42.679,185026,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604517233662,2020-11-04,19:13:53.662,185037,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604517235694,2020-11-04,19:13:55.694,185039,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604517238694,2020-11-04,19:13:58.694,185042,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604517239662,2020-11-04,19:13:59.662,185043,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604517259684,2020-11-04,19:14:19.684,185063,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604517262690,2020-11-04,19:14:22.690,185066,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604517263659,2020-11-04,19:14:23.659,185067,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604517263690,2020-11-04,19:14:23.690,185067,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604517334682,2020-11-04,19:15:34.682,185138,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604517337666,2020-11-04,19:15:37.666,185141,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604517374661,2020-11-04,19:16:14.661,185178,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604517375661,2020-11-04,19:16:15.661,185179,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604517381662,2020-11-04,19:16:21.662,185185,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604517383709,2020-11-04,19:16:23.709,185187,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604517386711,2020-11-04,19:16:26.711,185190,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604517387663,2020-11-04,19:16:27.663,185191,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604517396682,2020-11-04,19:16:36.682,185200,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604517399701,2020-11-04,19:16:39.701,185203,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604517400670,2020-11-04,19:16:40.670,185204,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604517403701,2020-11-04,19:16:43.701,185207,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604517421670,2020-11-04,19:17:01.670,185225,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604517421702,2020-11-04,19:17:01.702,185225,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604517433656,2020-11-04,19:17:13.656,185237,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604517433687,2020-11-04,19:17:13.687,185237,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604517437655,2020-11-04,19:17:17.655,185241,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604517444670,2020-11-04,19:17:24.670,185248,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604517479682,2020-11-04,19:17:59.682,185283,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604546673670,2020-11-05,03:24:33.670,214477,Minute volume > high limit,Minute volume > high limit,-1,29,MIN VOL HIGH,NotActive,Active
1604546676669,2020-11-05,03:24:36.669,214480,Minute volume > high limit,Minute volume > high limit,29,-1,,Active,NotActive
1604546713678,2020-11-05,03:25:13.678,214517,Check neonatal flow sensor,Check neonatal flow sensor,,17,NEO FLOW?   ,Unknown,Active
1604546734655,2020-11-05,03:25:34.655,214538,Minute volume > high limit,Minute volume > high limit,-1,29,MIN VOL HIGH,NotActive,Active
1604546741661,2020-11-05,03:25:41.661,214545,Minute volume > high limit,Minute volume > high limit,29,-1,,Active,NotActive
1604546762683,2020-11-05,03:26:02.683,214566,Check neonatal flow sensor,Check neonatal flow sensor,17,-1,,Active,NotActive
1604547437668,2020-11-05,03:37:17.668,215241,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604547464667,2020-11-05,03:37:44.667,215268,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604567495671,2020-11-05,09:11:35.671,235299,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604567522682,2020-11-05,09:12:02.682,235326,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604567905659,2020-11-05,09:18:25.659,235709,Disconnection ventilator,Disconnection ventilator,-1,30,DISCONNECT  ,NotActive,Active
1604567909659,2020-11-05,09:18:29.659,235713,Disconnection ventilator,Disconnection ventilator,30,-1,,Active,NotActive
1604567938682,2020-11-05,09:18:58.682,235742,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604567977658,2020-11-05,09:19:37.658,235781,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604577755660,2020-11-05,12:02:35.660,245559,Disconnection ventilator,Disconnection ventilator,-1,30,DISCONNECT  ,NotActive,Active
1604577757660,2020-11-05,12:02:37.660,245561,Disconnection ventilator,Disconnection ventilator,30,-1,,Active,NotActive
1604577758659,2020-11-05,12:02:38.659,245562,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604577787698,2020-11-05,12:03:07.698,245591,Disconnection ventilator,Disconnection ventilator,-1,30,DISCONNECT  ,NotActive,Active
1604577791682,2020-11-05,12:03:11.682,245595,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604577791697,2020-11-05,12:03:11.697,245595,Tube obstructed,Tube obstructed,-1,30,TUBE OBSTRUC,NotActive,Active
1604577795665,2020-11-05,12:03:15.665,245599,Disconnection ventilator,Disconnection ventilator,30,-1,,Active,NotActive
1604577795681,2020-11-05,12:03:15.681,245599,Tube obstructed,Tube obstructed,30,-1,,Active,NotActive
1604580691676,2020-11-05,12:51:31.676,248495,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604580722670,2020-11-05,12:52:02.670,248526,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604580741687,2020-11-05,12:52:21.687,248545,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604580745671,2020-11-05,12:52:25.671,248549,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604580747670,2020-11-05,12:52:27.670,248551,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604580753689,2020-11-05,12:52:33.689,248557,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604580757673,2020-11-05,12:52:37.673,248561,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604580790674,2020-11-05,12:53:10.674,248594,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604591557713,2020-11-05,15:52:37.713,259361,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604591559682,2020-11-05,15:52:39.682,259363,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604591564655,2020-11-05,15:52:44.655,259368,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604591565686,2020-11-05,15:52:45.686,259369,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604591571656,2020-11-05,15:52:51.656,259375,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604591578687,2020-11-05,15:52:58.687,259382,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604591579671,2020-11-05,15:52:59.671,259383,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604591609664,2020-11-05,15:53:29.664,259413,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604599292696,2020-11-05,18:01:32.696,267096,Disconnection ventilator,Disconnection ventilator,-1,30,DISCONNECT  ,NotActive,Active
1604599294697,2020-11-05,18:01:34.697,267098,Tube obstructed,Tube obstructed,-1,30,TUBE OBSTRUC,NotActive,Active
1604599299669,2020-11-05,18:01:39.669,267103,Disconnection ventilator,Disconnection ventilator,30,-1,,Active,NotActive
1604599299700,2020-11-05,18:01:39.700,267103,PEEP < low limit,PEEP < low limit,-1,28,PEEP LOW    ,NotActive,Active
1604599299700,2020-11-05,18:01:39.700,267103,Tube obstructed,Tube obstructed,30,-1,,Active,NotActive
1604599300700,2020-11-05,18:01:40.700,267104,PEEP < low limit,PEEP < low limit,28,-1,,Active,NotActive
1604599514665,2020-11-05,18:05:14.665,267318,Disconnection ventilator,Disconnection ventilator,-1,30,DISCONNECT  ,NotActive,Active
1604599518664,2020-11-05,18:05:18.664,267322,Disconnection ventilator,Disconnection ventilator,30,-1,,Active,NotActive
1604599713679,2020-11-05,18:08:33.679,267517,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604599741668,2020-11-05,18:09:01.668,267545,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604610782658,2020-11-05,21:13:02.658,278586,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604610807676,2020-11-05,21:13:27.676,278611,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604632267669,2020-11-06,03:11:07.669,300071,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604632298669,2020-11-06,03:11:38.669,300102,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604654651716,2020-11-06,09:24:11.716,322455,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604654662674,2020-11-06,09:24:22.674,322466,Minute volume > high limit,Minute volume > high limit,-1,29,MIN VOL HIGH,NotActive,Active
1604654667673,2020-11-06,09:24:27.673,322471,Minute volume > high limit,Minute volume > high limit,29,-1,,Active,NotActive
1604654668658,2020-11-06,09:24:28.658,322472,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
