Time [ms],Date,Time,Rel.Time [s],Id,Name,Priority Old,Priority New,Phrase,State Old,State New
1604683008408,2020-11-06,17:16:48.408,13118,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604683010391,2020-11-06,17:16:50.391,13120,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604683011407,2020-11-06,17:16:51.407,13121,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604683047366,2020-11-06,17:17:27.366,13157,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604683056401,2020-11-06,17:17:36.401,13166,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604683058401,2020-11-06,17:17:38.401,13168,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604683063400,2020-11-06,17:17:43.400,13173,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604683081398,2020-11-06,17:18:01.398,13191,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604683082404,2020-11-06,17:18:02.404,13192,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604683082404,2020-11-06,17:18:02.404,13192,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604683097387,2020-11-06,17:18:17.387,13207,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604683097419,2020-11-06,17:18:17.419,13207,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604683099406,2020-11-06,17:18:19.406,13209,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604683100390,2020-11-06,17:18:20.390,13210,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604683103374,2020-11-06,17:18:23.374,13213,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604683139360,2020-11-06,17:18:59.360,13249,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604683196376,2020-11-06,17:19:56.376,13306,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604683234379,2020-11-06,17:20:34.379,13344,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604683239386,2020-11-06,17:20:39.386,13349,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604683241432,2020-11-06,17:20:41.432,13351,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604683242385,2020-11-06,17:20:42.385,13352,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604683242416,2020-11-06,17:20:42.416,13352,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604683265381,2020-11-06,17:21:05.381,13375,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604683272381,2020-11-06,17:21:12.381,13382,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604683321389,2020-11-06,17:22:01.389,13431,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604683322388,2020-11-06,17:22:02.388,13432,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604683350383,2020-11-06,17:22:30.383,13460,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604683360383,2020-11-06,17:22:40.383,13470,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604683469377,2020-11-06,17:24:29.377,13579,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604683486395,2020-11-06,17:24:46.395,13596,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604683513404,2020-11-06,17:25:13.404,13623,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604683521387,2020-11-06,17:25:21.387,13631,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604683543385,2020-11-06,17:25:43.385,13653,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604683568386,2020-11-06,17:26:08.386,13678,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604683648382,2020-11-06,17:27:28.382,13758,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604683759376,2020-11-06,17:29:19.376,13869,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604683775389,2020-11-06,17:29:35.389,13885,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604683843381,2020-11-06,17:30:43.381,13953,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604683864409,2020-11-06,17:31:04.409,13974,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604683865393,2020-11-06,17:31:05.393,13975,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604683877379,2020-11-06,17:31:17.379,13987,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604683959401,2020-11-06,17:32:39.401,14069,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604683971399,2020-11-06,17:32:51.399,14081,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604684018386,2020-11-06,17:33:38.386,14128,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604684032388,2020-11-06,17:33:52.388,14142,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604684035403,2020-11-06,17:33:55.403,14145,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604684036403,2020-11-06,17:33:56.403,14146,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604684062390,2020-11-06,17:34:22.390,14172,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604684064390,2020-11-06,17:34:24.390,14174,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604684082375,2020-11-06,17:34:42.375,14192,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604684150398,2020-11-06,17:35:50.398,14260,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604684156397,2020-11-06,17:35:56.397,14266,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604684171383,2020-11-06,17:36:11.383,14281,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604684172398,2020-11-06,17:36:12.398,14282,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604684198384,2020-11-06,17:36:38.384,14308,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604684267382,2020-11-06,17:37:47.382,14377,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604684295402,2020-11-06,17:38:15.402,14405,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604684299401,2020-11-06,17:38:19.401,14409,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604684321383,2020-11-06,17:38:41.383,14431,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604684338381,2020-11-06,17:38:58.381,14448,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604684361382,2020-11-06,17:39:21.382,14471,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604684377384,2020-11-06,17:39:37.384,14487,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604684382383,2020-11-06,17:39:42.383,14492,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604684384415,2020-11-06,17:39:44.415,14494,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604684387384,2020-11-06,17:39:47.384,14497,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604684387415,2020-11-06,17:39:47.415,14497,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604684396382,2020-11-06,17:39:56.382,14506,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604684408395,2020-11-06,17:40:08.395,14518,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604684421381,2020-11-06,17:40:21.381,14531,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604684422385,2020-11-06,17:40:22.385,14532,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604684427384,2020-11-06,17:40:27.384,14537,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604684430429,2020-11-06,17:40:30.429,14540,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604684431382,2020-11-06,17:40:31.382,14541,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604684431398,2020-11-06,17:40:31.398,14541,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604684436381,2020-11-06,17:40:36.381,14546,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604684457383,2020-11-06,17:40:57.383,14567,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604684459382,2020-11-06,17:40:59.382,14569,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604684469380,2020-11-06,17:41:09.380,14579,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604684489383,2020-11-06,17:41:29.383,14599,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604684553380,2020-11-06,17:42:33.380,14663,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604684557379,2020-11-06,17:42:37.379,14667,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604684559411,2020-11-06,17:42:39.411,14669,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604684561380,2020-11-06,17:42:41.380,14671,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604684561395,2020-11-06,17:42:41.395,14671,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604684568381,2020-11-06,17:42:48.381,14678,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604684571411,2020-11-06,17:42:51.411,14681,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604684573379,2020-11-06,17:42:53.379,14683,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604684576379,2020-11-06,17:42:56.379,14686,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604684576395,2020-11-06,17:42:56.395,14686,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604684595385,2020-11-06,17:43:15.385,14705,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604684598416,2020-11-06,17:43:18.416,14708,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604684601384,2020-11-06,17:43:21.384,14711,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604684601416,2020-11-06,17:43:21.416,14711,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604684641386,2020-11-06,17:44:01.386,14751,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604697348375,2020-11-06,21:15:48.375,27458,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604697363374,2020-11-06,21:16:03.374,27473,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604702411414,2020-11-06,22:40:11.414,32521,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604702412445,2020-11-06,22:40:12.445,32522,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604704535393,2020-11-06,23:15:35.393,34645,Tube obstructed,Tube obstructed,,30,TUBE OBSTRUC,Unknown,Active
1604704536393,2020-11-06,23:15:36.393,34646,Tube obstructed,Tube obstructed,30,-1,,Active,NotActive
1604710509403,2020-11-07,00:55:09.403,40619,Disconnection ventilator,Disconnection ventilator,-1,30,DISCONNECT  ,NotActive,Active
1604710514420,2020-11-07,00:55:14.420,40624,Tube obstructed,Tube obstructed,-1,30,TUBE OBSTRUC,NotActive,Active
1604710519419,2020-11-07,00:55:19.419,40629,Disconnection ventilator,Disconnection ventilator,30,-1,,Active,NotActive
1604710519435,2020-11-07,00:55:19.435,40629,Tube obstructed,Tube obstructed,30,-1,,Active,NotActive
1604710525386,2020-11-07,00:55:25.386,40635,PEEP > high limit,PEEP > high limit,,28,PEEP HIGH   ,Unknown,Active
1604710529401,2020-11-07,00:55:29.401,40639,Disconnection ventilator,Disconnection ventilator,-1,30,DISCONNECT  ,NotActive,Active
1604710529401,2020-11-07,00:55:29.401,40639,PEEP > high limit,PEEP > high limit,28,-1,,Active,NotActive
1604710530385,2020-11-07,00:55:30.385,40640,Disconnection ventilator,Disconnection ventilator,30,-1,,Active,NotActive
1604710537386,2020-11-07,00:55:37.386,40647,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604710564380,2020-11-07,00:56:04.380,40674,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604711054381,2020-11-07,01:04:14.381,41164,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604711060381,2020-11-07,01:04:20.381,41170,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604711265378,2020-11-07,01:07:45.378,41375,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604711276396,2020-11-07,01:07:56.396,41386,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604711323385,2020-11-07,01:08:43.385,41433,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
