Time [ms],Date,Time,Rel.Time [s],Id,Name,Priority Old,Priority New,Phrase,State Old,State New
1604711330383,2020-11-07,01:08:50.383,41440,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604711364383,2020-11-07,01:09:24.383,41474,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604711422378,2020-11-07,01:10:22.378,41532,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604711438391,2020-11-07,01:10:38.391,41548,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604711439406,2020-11-07,01:10:39.406,41549,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604711466378,2020-11-07,01:11:06.378,41576,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604711551374,2020-11-07,01:12:31.374,41661,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604711567374,2020-11-07,01:12:47.374,41677,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604711620375,2020-11-07,01:13:40.375,41730,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604711636388,2020-11-07,01:13:56.388,41746,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604711639377,2020-11-07,01:13:59.377,41749,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604711644378,2020-11-07,01:14:04.378,41754,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604711656377,2020-11-07,01:14:16.377,41766,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604711665394,2020-11-07,01:14:25.394,41775,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604711699377,2020-11-07,01:14:59.377,41809,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604711842375,2020-11-07,01:17:22.375,41952,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604711851377,2020-11-07,01:17:31.377,41961,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604711900385,2020-11-07,01:18:20.385,42010,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604711923385,2020-11-07,01:18:43.385,42033,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604711949383,2020-11-07,01:19:09.383,42059,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604711968398,2020-11-07,01:19:28.398,42078,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604714291426,2020-11-07,01:58:11.426,44401,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604714293410,2020-11-07,01:58:13.410,44403,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604714435390,2020-11-07,02:00:35.390,44545,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604714437392,2020-11-07,02:00:37.392,44547,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604714708414,2020-11-07,02:05:08.414,44818,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604714711413,2020-11-07,02:05:11.413,44821,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604714979374,2020-11-07,02:09:39.374,45089,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604714981375,2020-11-07,02:09:41.375,45091,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604715654388,2020-11-07,02:20:54.388,45764,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604715656389,2020-11-07,02:20:56.389,45766,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604716311381,2020-11-07,02:31:51.381,46421,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604716318384,2020-11-07,02:31:58.384,46428,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604716345379,2020-11-07,02:32:25.379,46455,Volume not constant,Volume not constant,-1,6,VOL INCONST ,NotActive,Active
1604716346394,2020-11-07,02:32:26.394,46456,Volume not constant,Volume not constant,6,-1,,Active,NotActive
1604717189380,2020-11-07,02:46:29.380,47299,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604717198378,2020-11-07,02:46:38.378,47308,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604733982376,2020-11-07,07:26:22.376,64092,Disconnection ventilator,Disconnection ventilator,-1,30,DISCONNECT  ,NotActive,Active
1604733986391,2020-11-07,07:26:26.391,64096,Disconnection ventilator,Disconnection ventilator,30,-1,,Active,NotActive
1604734021374,2020-11-07,07:27:01.374,64131,Disconnection ventilator,Disconnection ventilator,-1,30,DISCONNECT  ,NotActive,Active
1604734022389,2020-11-07,07:27:02.389,64132,Disconnection ventilator,Disconnection ventilator,30,-1,,Active,NotActive
1604734023389,2020-11-07,07:27:03.389,64133,Disconnection ventilator,Disconnection ventilator,-1,30,DISCONNECT  ,NotActive,Active
1604734027375,2020-11-07,07:27:07.375,64137,Disconnection ventilator,Disconnection ventilator,30,-1,,Active,NotActive
1604734030374,2020-11-07,07:27:10.374,64140,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604734056388,2020-11-07,07:27:36.388,64166,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604734213397,2020-11-07,07:30:13.397,64323,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604734226397,2020-11-07,07:30:26.397,64336,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604734243384,2020-11-07,07:30:43.384,64353,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604734258386,2020-11-07,07:30:58.386,64368,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604741190411,2020-11-07,09:26:30.411,71300,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604741192397,2020-11-07,09:26:32.397,71302,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604741222392,2020-11-07,09:27:02.392,71332,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604741255376,2020-11-07,09:27:35.376,71365,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604743375380,2020-11-07,10:02:55.380,73485,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604743404396,2020-11-07,10:03:24.396,73514,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604744045385,2020-11-07,10:14:05.385,74155,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604744048384,2020-11-07,10:14:08.384,74158,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604748422452,2020-11-07,11:27:02.452,78532,Tube obstructed,Tube obstructed,-1,30,TUBE OBSTRUC,NotActive,Active
1604748423420,2020-11-07,11:27:03.420,78533,Tube obstructed,Tube obstructed,30,-1,,Active,NotActive
1604749989423,2020-11-07,11:53:09.423,80099,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604749991407,2020-11-07,11:53:11.407,80101,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604751605381,2020-11-07,12:20:05.381,81715,Minute volume < low limit,Minute volume < low limit,-1,29,MIN VOL LOW ,NotActive,Active
1604751613373,2020-11-07,12:20:13.373,81723,Minute volume < low limit,Minute volume < low limit,29,-1,,Active,NotActive
1604755385418,2020-11-07,13:23:05.418,85495,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604755390417,2020-11-07,13:23:10.417,85500,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604755419397,2020-11-07,13:23:39.397,85529,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604755446387,2020-11-07,13:24:06.387,85556,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604755449387,2020-11-07,13:24:09.387,85559,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604755460381,2020-11-07,13:24:20.381,85570,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604760729388,2020-11-07,14:52:09.388,90839,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604760734387,2020-11-07,14:52:14.387,90844,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
1604761223415,2020-11-07,15:00:23.415,91333,Tidal volume < low Limit,Tidal volume < low Limit,-1,20,TIDAL VOL LO,NotActive,Active
1604761224399,2020-11-07,15:00:24.399,91334,Tidal volume < low Limit,Tidal volume < low Limit,20,-1,,Active,NotActive
1604761238379,2020-11-07,15:00:38.379,91348,Respiratory rate > high limit,Respiratory rate > high limit,-1,29,RESP RATE HI,NotActive,Active
1604761245378,2020-11-07,15:00:45.378,91355,Respiratory rate > high limit,Respiratory rate > high limit,29,-1,,Active,NotActive
